140603_1201,2,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,InGroup,input_self[1],input_self[2],input_self[3],input_self[4],input_self[5],input_self[6],input_other[1],input_other[2],input_other[3],input_other[4],input_other[5],input_other[6],chosen_option[1],chosen_option[2],chosen_option[3],chosen_option[4],chosen_option[5],chosen_option[6],item_order[1],item_order[2],item_order[3],item_order[4],item_order[5],item_order[6],random_numbers[1],random_numbers[2],random_numbers[3],random_numbers[4],random_numbers[5],random_numbers[6],all_unique,item_rank,svoGroup,Role,raven1,raven2,raven3,raven4,raven5,Q1,Q2,Q3,Q4,Q5,GroupCorrect1,GroupCorrect2,GroupCorrect3,GroupCorrect4,GroupCorrect5,ravenfeedback1,ravenprofit,Pair,RoleTrust,TrustGame,TrustGameResponder,trustfeedback1,% Sent back,trustprofit,Trio,RoleDictator,Allocation,dictatorprofit,AllocationDummy,TimeOKColorOK,TimeChatGroup1raven1OK,TimeChatGroupraven2OK,TimeChatGroupraven3OK,TimeChatGroupraven4OK,TimeChatGroupraven5OK,checker1,checker2,checker3,counter,fakepropose,fakerespond,TimePracticeTrustOK,TimeAEPracticeTrustOK,TimeTrustGameProposeOK,TimeAETrustGameResponseOK,Other1,Other2,Other1Team,Other2Team,Other1Num,Other2Num,TimeDictatorAllocateOK,random_dict,Dictator_roundpay,Dictator_team,Dictator_num,random_round,DictatorProfit,SelectedTeam,SelectedNum,TimeAECalculateDictatorOK,item_num,self[1],self[2],self[3],self[4],self[5],self[6],self[7],self[8],self[9],other[1],other[2],other[3],other[4],other[5],other[6],other[7],other[8],other[9],option,LeaveStage,TimeSVOItemsOK,TimeKillSVOItemsOK,mean_to_self,mean_to_other,k,svo_angle,svo_type,avg_dist_to_equality,avg_dist_to_altruist,avg_dist_to_joint,avg_dist_to_indiv,j,not_altru_indiv,inequality_aversion_score,payed_slider,svoProfit,kept_of_sender,received_from_sender,TimeSummaryOK,q1,q2,q3,q4,q5,TimeOKCollectivismOK,totalpayoff,ToPay,TimeFinalFeedbackOK,
140603_1201,2,subjects,5,8,2,0,0,1,4,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,1,2,3,4,5,6,0.457980076,0.534030938,0.544327887,0.575352342,0.817850996,0.973166695,1,7,3,1,1,0,6,3,0,10,0,10,0,0,0,0,5,0,0,-1,25,8,1,0,0,-1,,200,8,1,0,0,70,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,4,4,2,20,2,35,3,4,4,35,5,4,15,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,1,0,-101,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,2,200,0,0,24,5,4,5,4,2,99999,460,92,0,100
140603_1201,2,subjects,5,9,3,0,0,1,1,170,200,170,100,150,170,170,100,170,200,150,170,1,9,9,1,5,9,3,2,1,6,4,5,0.362234961,0.116873072,0.071121199,0.651774963,0.504895161,0.619054492,1,7,6,2,5,3,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,1,0,0,-1,,200,5,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,1,1,28,2,35,5,1,4,0,5,1,21,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,5,0,-27,-,160,160,7,45,2,-99,-99,-99,-99,16,0,-99,6,170,170,170,21,6,4,4,5,4,99999,410,82,0,150
140603_1201,2,subjects,5,10,3,0,0,1,2,170,200,170,100,200,170,170,100,170,200,100,170,1,9,9,1,1,9,2,1,5,3,4,6,0.083508689,0.060637959,0.858357228,0.344980932,0.534101499,0.946814278,1,7,6,1,5,0,6,3,6,0,0,10,0,10,0,0,5,0,5,-1,30,10,1,0,0,-1,,200,6,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,2,2,19,2,20,5,2,2,30,3,2,22,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,9,0,-205,-,168.3333333,151.6666667,7,41.46770542,2,-99,-99,-99,-99,16,0,-99,6,170,0,0,23,5,6,6,5,5,99999,430,86,0,170
140603_1201,2,subjects,5,11,3,0,0,1,3,170,200,170,144,200,170,170,100,170,94,100,170,1,9,9,6,1,9,5,2,6,3,1,4,0.772973299,0.256382679,0.875090842,0.573250674,0.107572294,0.643901984,1,7,5,2,5,4,6,2,6,0,10,10,10,10,0,0,5,0,5,-1,50,11,1,0,0,-1,,200,7,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,2,1,3,25,2,30,3,3,5,30,3,3,23,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,6,0,-88,-,175.6666667,134,7,35.88390771,2,-99,-99,-99,-99,16,0,-99,6,100,200,100,21,6,4,5,5,5,99999,380,76,3,94
140603_1201,2,subjects,5,12,3,0,0,1,4,170,200,170,170,200,200,30,100,170,30,100,100,9,9,9,9,1,1,2,1,3,5,6,4,0.142182079,0.082996421,0.453843073,0.92084104,0.996914174,0.502203493,1,7,5,1,5,0,6,4,6,0,0,10,0,10,0,0,5,0,5,-1,30,12,1,0,0,-1,,200,8,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,2,2,4,14,2,30,3,4,2,30,3,4,22,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,9,0,-4,-,185,88.33333333,7,21.59531045,3,-99,-99,-99,-99,16,0,-99,6,200,0,0,24,5,4,6,3,2,99999,460,92,13,30
140603_1201,2,subjects,5,13,4,0,0,1,1,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,4,2,5,3,1,6,0.654197457,0.043865539,0.740523436,0.564438352,0.010505126,0.749658172,1,7,8,2,1,0,6,1,6,10,0,10,0,10,5,0,5,0,5,-1,45,1,2,0,0,-1,,0,7,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,3,3,3,25,2,35,3,3,2,30,4,1,21,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,1,0,-162,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,2,100,200,100,18,4,5,6,6,4,99999,175,35,0,100
140603_1201,2,subjects,5,14,4,0,0,1,2,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,2,4,3,6,5,1,0.098311149,0.559650376,0.216358264,0.91382378,0.594458578,0.096653409,1,7,8,1,1,0,6,3,6,10,0,10,0,10,5,0,5,0,5,-1,45,2,2,0,0,-1,,0,8,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,3,4,4,21,2,35,3,4,4,35,6,2,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,1,0,-52,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,2,200,0,0,23,6,6,6,6,4,99999,280,56,0,170
140603_1201,2,subjects,5,15,4,0,0,1,3,170,200,170,170,200,170,170,100,170,30,100,170,1,9,9,9,1,9,4,1,2,3,6,5,0.35348758,0.10199419,0.205732408,0.248937578,0.787297964,0.381806533,1,7,7,2,1,3,6,2,6,10,0,10,10,10,5,0,5,0,5,-1,55,3,2,0,0,-1,,0,4,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,2,4,1,21,2,20,2,1,4,20,6,3,24,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,1,0,-12,-,180,123.3333333,7,32.39139321,2,-99,-99,-99,-99,16,0,-99,2,65,185,65,24,6,6,6,3,4,99999,140,28,0,100
140603_1201,2,subjects,5,16,4,0,0,1,4,170,185,135,170,150,170,170,65,185,30,150,170,1,5,5,9,5,9,3,2,4,5,6,1,0.442986341,0.310382249,0.448845699,0.862025764,0.977396442,0.065327694,1,7,7,1,1,6,6,0,6,10,0,10,0,10,5,0,5,0,5,-1,45,4,2,0,0,-1,,0,3,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,2,3,2,21,2,35,2,2,2,35,3,2,22,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,1,0,-81,-,163.3333333,128.3333333,7,36.75928817,2,-99,-99,-99,-99,16,0,-99,2,185,0,0,21,6,6,5,5,1,99999,265,53,0,170
140603_1201,2,subjects,5,17,5,0,0,1,1,170,200,170,170,200,170,170,100,170,30,100,170,1,9,9,9,1,9,3,2,5,4,6,1,0.0950384,0.066949873,0.225315733,0.120350853,0.881524302,0.059142649,1,7,10,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,5,2,0,0,-1,,0,5,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,1,1,23,2,30,5,1,5,30,5,1,22,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,1,0,-42,-,180,123.3333333,7,32.39139321,2,-99,-99,-99,-99,16,0,-99,1,100,170,100,17,5,4,5,4,3,99999,195,39,0,170
140603_1201,2,subjects,5,18,5,0,0,1,2,170,200,170,144,175,181,100,100,170,94,125,144,5,9,9,6,3,6,5,4,6,3,1,2,0.769566152,0.518533927,0.962556492,0.333344353,0.023315188,0.188641676,1,7,10,1,1,0,6,2,0,10,0,10,10,0,5,0,5,5,0,-1,45,6,2,0,0,-1,,0,6,2,50,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,2,2,0,2,30,5,2,5,30,5,2,22,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,9,0,-150,-,173.3333333,122.1666667,7,33.22705123,2,-99,-99,-99,-99,16,0,-99,1,170,0,0,12,5,5,6,5,5,99999,245,49,14,100
140603_1201,2,subjects,5,19,5,0,0,1,3,170,200,170,135,200,185,170,100,170,115,100,135,1,9,9,5,1,5,2,5,4,6,1,3,0.226519923,0.578345483,0.315475019,0.681172136,0.136529246,0.248116561,1,7,9,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,7,2,0,0,-1,,0,1,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,1,3,1,25,2,30,5,3,1,45,3,3,22,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,9,0,-91,-,176.6666667,131.6666667,7,35.11859388,2,-99,-99,-99,-99,16,0,-99,1,170,170,170,23,5,5,6,5,5,99999,280,56,0,170
140603_1201,2,subjects,5,20,5,0,0,1,4,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,3,6,5,2,1,4,0.317750185,0.743592069,0.500645772,0.161360448,0.05010249,0.409122876,1,7,9,1,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,8,2,0,0,-1,,0,2,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,1,4,2,20,2,30,5,4,5,30,5,4,22,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,9,0,-60,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,1,170,0,0,14,6,6,6,6,6,99999,265,53,13,30
140603_1201,2,subjects,5,21,6,0,0,1,1,170,200,170,126,150,170,170,100,170,136,150,170,1,9,9,4,5,9,3,5,6,1,4,2,0.152088596,0.948273765,0.985046776,0.063022866,0.778936059,0.128170486,1,7,12,2,0,6,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,2,0,0,-1,,0,5,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,5,1,1,24,2,35,5,1,1,35,1,3,24,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,9,0,-142,-,164.3333333,149.3333333,7,41.74395206,2,-99,-99,-99,-99,16,0,-99,5,100,200,100,12,6,5,6,6,6,99999,175,35,2,100
140603_1201,2,subjects,5,22,6,0,0,1,2,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,2,4,6,1,3,5,0.742559347,0.837554899,0.967543417,0.194940259,0.747921565,0.954904086,1,7,12,1,1,4,6,3,6,10,10,10,0,10,0,0,5,0,5,-1,50,10,2,0,0,-1,,0,6,3,0,0,70,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,5,2,2,16,2,50,5,2,3,35,5,4,21,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,1,0,-62,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,5,200,0,0,3,6,3,5,5,6,99999,285,57,0,100
140603_1201,2,subjects,5,23,6,0,0,1,3,170,200,170,161,188,193,153,100,170,51,113,118,2,9,9,8,2,3,3,1,2,5,4,6,0.577289633,0.427366192,0.50739231,0.78517914,0.736780736,0.899122097,1,7,11,2,1,6,6,0,6,10,0,10,0,10,0,0,5,0,5,-1,40,11,2,0,0,-1,,0,1,3,40,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,5,1,3,20,2,35,5,3,3,35,4,1,24,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,3,0,-36,-,180.3333333,117.5,7,30.77352618,2,-99,-99,-99,-99,16,0,-99,5,100,200,100,15,5,5,6,6,5,99999,175,35,18,118
140603_1201,2,subjects,5,24,6,0,0,1,4,170,170,170,170,200,200,170,30,170,30,100,100,1,1,9,9,1,1,1,3,6,2,4,5,0.179175886,0.505812902,0.765741924,0.236724754,0.63716666,0.686961954,1,7,11,1,1,0,6,2,6,10,0,10,10,10,0,0,5,0,5,-1,50,12,2,0,0,-1,,0,2,3,20,0,50,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,5,2,4,20,2,35,5,4,1,35,3,4,22,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,1,0,-32,-,180,100,7,25.82099197,2,-99,-99,-99,-99,16,0,-99,5,200,0,0,23,4,5,3,3,2,99999,285,57,10,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
